,nodeA,nodeB,polarity
11147,George Meany,Richard Nixon,0.6557
11148,John Connally,Nixon,0.5994
11149,Mark Levin,Sean Hannity,-0.6564
11150,Ann Coulter,Sean Hannity,-0.6564
11151,Laura Ingraham,Sean Hannity,-0.6564
11152,Ann Coulter,Mark Levin,-0.6564
11153,Laura Ingraham,Mark Levin,-0.6564
11154,Ann Coulter,Laura Ingraham,-0.6564
11155,Hillary,he’d,-0.5423
11156,LaRouche,Stevenson,-0.6696
11157,Edwards,Edwin Edwards,-0.0516
11158,Dennis Patrick,Reagan,-0.1027
11159,Reagan,Reagan,-0.1027
11160,Dennis Patrick,Reagan,-0.1027
11161,Ayotte,Pat,0.0
11162,Ayotte,Toomey,0.0
11163,Ayotte,Ron,0.0
11164,Ayotte,Johnson,0.0
11165,Pat,Toomey,0.0
11166,Pat,Ron,0.0
11167,Johnson,Pat,0.0
11168,Ron,Toomey,0.0
11169,Johnson,Toomey,0.0
11170,Johnson,Ron,0.0
11171,Dan Schnur,Reagan,0.6597
11172,Bush,Dan Schnur,0.6597
11173,Bush,Reagan,0.6597
11174,Arnold Schwarzenegger,Rob Stutzman,-0.5574
11175,Ayotte,Johnson,0.4767
11176,Ayotte,Mark] Kirk,0.4767
11177,Ayotte,Hillary,0.4767
11178,Johnson,Mark] Kirk,0.4767
11179,Hillary,Johnson,0.4767
11180,Hillary,Mark] Kirk,0.4767
11181,Lisa Murkowski,Stevenson,0.8516
11182,Marco Rubio,Ted Cruz,0.0
11183,John Kasich,Ted Cruz,0.0
11184,John Kasich,Marco Rubio,0.0
11185,Hillary,pro-Hillary African-American,0.4019
11186,Hillary,Sherrod Brown,0.3182
11187,Brown,Hillary,0.3182
11188,Hillary,Hillary,0.3182
11189,Brown,Sherrod Brown,0.3182
11190,Hillary,Sherrod Brown,0.3182
11191,Brown,Hillary,0.3182
11192,Ben Carson,Donald Trump,0.2732
11193,Bush,Donald Trump,0.2732
11194,Ben Carson,Bush,0.2732
11195,Bush,Herman Cain,0.0772
11196,Bush,Rudy Giuliani,0.0772
11197,Herman Cain,Rudy Giuliani,0.0772
11198,Ben Carson,Donald Trump,0.0
11199,Bush,Tim Scott,0.3612
11200,Bush,Scott,-0.6298
11201,Hillary Clinton,Trey Gowdy,-0.8316
11202,Bush,Scott,-0.4767
11203,Bernie Sanders,Hillary Clinton,0.0
11204,Jesse Jackson,Joseph A. Darby,0.0
11205,Gonzalo Curiel,Trump,-0.4767
11206,Barack Obama,Marco Rubio,-0.6369
11207,Cory Fritz,John Boehner,0.0
11208,Deborah Turness,Jeff Zucker,0.0
11209,Bernie Sanders,Hillary Clinton,-0.0398
11210,Clinton,Clinton,-0.902
11211,Andrea Mitchell,Bill Clinton's,0.4404
11212,Bill Clinton's,Sanders,-0.5046
11213,Clinton,Clinton,-0.4767
11214,Clinton,O'Malley,0.0
11215,Bill Clinton's,Clinton,0.0
11216,Bill Clinton's,O'Malley,0.0
11217,Barack Obama,Hillary Clinton,-0.7184
11218,Lester Holt,Mitchell,0.0
11219,Clinton,Clinton,0.8479
11220,Clinton,Clinton,0.8479
11221,Clinton,Clinton,0.8479
11222,Mitchell,Mitchell,0.4124
11223,Hillary Clinton,Hmm,0.6369
11224,Clinton,Hillary Clinton,0.0
11225,Lester Holt,Martin O'Malley,-0.2263
11226,Josh Earnest,Obama,0.5584
11227,Netanyahu,Obama,0.5584
11228,Josh Earnest,Netanyahu,0.5584
11229,Netanyahu,Obama,0.7475
11230,Ilan Goldenberg,Obama,0.6249
11231,Abbas,Netanyahu,0.0382
11232,John F. Kerry,Saeb Erekat,0.2023
11233,Netanyahu,Saeb Erekat,0.2023
11234,John F. Kerry,Netanyahu,0.2023
11235,Erekat,Netanyahu,0.2263
11236,Bernie Sanders,Hillary Clinton,0.34
11237,Bernie Sanders,Clinton,0.0
11238,Bill Clinton,Clinton,0.3612
11239,Barack Obama,Clinton,0.0
11240,Brian Fallon,Clinton,0.0
11241,Harry Reid,Reid,-0.5719
11242,Donald Trump,Obama,0.4767
11243,Clinton,Trump,0.0
11244,R-Wis.,Ron Johnson,0.1531
11245,Clinton,Trump,-0.2263
11246,Clinton,Obama,0.0
11247,Adam Kinzinger,R-Ill.,-0.1027
11248,Chen,Trump,0.0
11249,David Nakamura,Paul Kane,0.0
11250,Abby Phillip,David Nakamura,0.0
11251,David Nakamura,Jenna Johnson,0.0
11252,Abby Phillip,Paul Kane,0.0
11253,Jenna Johnson,Paul Kane,0.0
11254,Abby Phillip,Jenna Johnson,0.0
11255,Clinton,Clinton,0.6243
11256,Brian Fallon,Clinton,-0.3818
11257,Brian Fallon,Clinton,-0.3818
11258,Brian Fallon,Donald Trump,-0.3818
11259,Brian Fallon,Clinton,-0.3818
11260,Brian Fallon,James Comey,-0.3818
11261,Clinton,Clinton,-0.3818
11262,Clinton,Donald Trump,-0.3818
11263,Clinton,Clinton,-0.3818
11264,Clinton,James Comey,-0.3818
11265,Clinton,Donald Trump,-0.3818
11266,Clinton,Clinton,-0.3818
11267,Clinton,James Comey,-0.3818
11268,Clinton,Donald Trump,-0.3818
11269,Donald Trump,James Comey,-0.3818
11270,Clinton,James Comey,-0.3818
11271,Clinton,Comey,-0.2732
11272,Comey,Fallon,-0.2732
11273,Comey,Comey,-0.2732
11274,Comey,Trump,-0.2732
11275,Clinton,Comey,-0.2732
11276,Clinton,Fallon,-0.2732
11277,Clinton,Comey,-0.2732
11278,Clinton,Trump,-0.2732
11279,Clinton,Clinton,-0.2732
11280,Comey,Fallon,-0.2732
11281,Fallon,Trump,-0.2732
11282,Clinton,Fallon,-0.2732
11283,Comey,Trump,-0.2732
11284,Clinton,Comey,-0.2732
11285,Clinton,Trump,-0.2732
11286,Clinton,Clinton,-0.6369
11287,Clinton,Donald Trump,0.4019
11288,Christina Reynolds,Clinton,0.4019
11289,Clinton,Clinton,0.4019
11290,Christina Reynolds,Donald Trump,0.4019
11291,Clinton,Donald Trump,0.4019
11292,Christina Reynolds,Clinton,0.4019
11293,Clinton,Donald Trump,0.7906
11294,Clinton,Clinton,0.0
11295,Donald Trump,Hillary Clinton,0.8807
11296,Hillary Clinton,Reynolds,0.8807
11297,Donald Trump,Reynolds,0.8807
11298,Al Franken,Reynolds,0.0
11299,Reynolds,Tim Ryan,0.0
11300,Reynolds,Xavier Becerra,0.0
11301,Al Franken,Tim Ryan,0.0
11302,Al Franken,Xavier Becerra,0.0
11303,Tim Ryan,Xavier Becerra,0.0
11304,Marcia Fudge,Wasserman Schultz,0.0
11305,Joyce Beatty,Wasserman Schultz,0.0
11306,Ted Strickland,Wasserman Schultz,0.0
11307,Ruben Gallego,Wasserman Schultz,0.0
11308,Joe Crowley,Wasserman Schultz,0.0
11309,Bennie Thompson,Wasserman Schultz,0.0
11310,Joyce Beatty,Marcia Fudge,0.0
11311,Marcia Fudge,Ted Strickland,0.0
11312,Marcia Fudge,Ruben Gallego,0.0
11313,Joe Crowley,Marcia Fudge,0.0
11314,Bennie Thompson,Marcia Fudge,0.0
11315,Joyce Beatty,Ted Strickland,0.0
11316,Joyce Beatty,Ruben Gallego,0.0
11317,Joe Crowley,Joyce Beatty,0.0
11318,Bennie Thompson,Joyce Beatty,0.0
11319,Ruben Gallego,Ted Strickland,0.0
11320,Joe Crowley,Ted Strickland,0.0
11321,Bennie Thompson,Ted Strickland,0.0
11322,Joe Crowley,Ruben Gallego,0.0
11323,Bennie Thompson,Ruben Gallego,0.0
11324,Bennie Thompson,Joe Crowley,0.0
11325,Donald Trump,Hillary Clinton,0.25
11326,Gary Johnson,Jill Stein,0.6249
11327,Daron Shaw,Trump,0.5267
11328,Chris Anderson,Shaw,0.0
11329,Clinton,Putin,0.5563
11330,Anderson,Clinton,0.1419
11331,Clinton,Trump,0.5859
11332,Clinton,Trump,0.228
11333,Donald Trump,Hillary Clinton,0.0
11334,Saddam Hussein,Trump,-0.8625
11335,Clinton,Trump,-0.8225
11336,Barack Obama,Ronald Reagan,-0.6908
11337,Bush,Michael Gerson,-0.4939
11338,Rick Perry,Trump,0.0
11339,Mitch McConnell,Paul Ryan,0.25
11340,Paul Ryan,Reince Priebus,0.25
11341,Mitch McConnell,Reince Priebus,0.25
11342,Dan Senor,Mike Pence,0.0
11343,Bush,Mike Pence,0.0
11344,Bush,Dan Senor,0.0
11345,Julia Azari,Trump,-0.2855
11346,Bernie Sanders,Ted Cruz,0.891
11347,Clinton,Joe Biden,0.6124
11348,Clinton,Clinton,0.6124
11349,Clinton,Joe Biden,0.6124
11350,Sarah Rumpf,Vox,0.4404
11351,Paul Ryan,Trump,0.7003
11352,Paul Ryan,Ryan,0.7003
11353,Ryan,Trump,0.7003
11354,Paul Ryan,Sean Hannity,0.0
11355,Breitbart,Sean Hannity,0.0
11356,Breitbart,Paul Ryan,0.0
11357,Hillary Clinton,Inside Paul Ryan’s,0.0
11358,Gary Johnson's,Harry Enten,0.0
11359,Enten,Gary Johnson,0.5859
11360,Enten,Johnson,0.0772
11361,Enten,Ross Perot,0.0
11362,Enten,George Wallace,0.0
11363,Anderson,Enten,0.0
11364,George Wallace,Ross Perot,0.0
11365,Anderson,Ross Perot,0.0
11366,Anderson,George Wallace,0.0
11367,Enten,Johnson,0.0
11368,Gloria Steinem,Madeleine Albright,0.6832
11369,Clinton,Madeleine Albright,0.6832
11370,Clinton,Gloria Steinem,0.6832
11371,Bernie Sanders',Hillary Clinton,-0.34
11372,Brady,Clinton,0.0
11373,Brady Bill,Clinton,0.4215
11374,Abraham Lincoln,Davis,0.8555
11375,Obama,Tom Cotton,0.6369
11376,John McCain,Lindsey Graham,0.5553
11377,Donald Trump,Hillary Clinton,0.5859
11378,Clinton,Trump,0.296
11379,Clinton,Clinton,0.0
11380,Obama,Romney,0.0
11381,Clinton,Trump,0.0
11382,Clinton,Trump,0.6705
11383,Clinton,Kellyanne Conway,0.6705
11384,Kellyanne Conway,Trump,0.6705
11385,Donald Trump,Hillary Clinton,-0.3182
11386,Barron,Melania,0.296
11387,Barron,Melania,0.296
11388,Barron,Barron,0.296
11389,George Will,Walker,0.7351
11390,Darwin,George Will,0.4767
11391,Ben Adler,Katy Perry’s,0.8555
11392,Marco Rubio,Rand Paul,0.6096
11393,Paul,Rand Paul,0.6096
11394,Marco Rubio,Paul,0.6096
11395,Bush,Obama,-0.7512
11396,Bernie Sanders,Donald Trump,-0.7964
11397,Obama,Susan E. Rice,0.4939
11398,Obama,Rice,0.0516
11399,Madeleine K. Albright,Sherrod Brown,-0.0258
11400,Ashton Carter,Madeleine K. Albright,-0.0258
11401,Ashton Carter,Sherrod Brown,-0.0258
11402,Dennis Ross,Putin,-0.4767
11403,Cruz,Gallup,-0.6249
11404,Cruz,Frank Newport,-0.6249
11405,Frank Newport,Gallup,-0.6249
11406,Cruz,Donald Trump,0.5994
11407,Cruz,John Kasich,0.0
11408,John Kasich,Trump,0.0
11409,Cruz,Trump,0.0
11410,Hope Hicks,Lewandowski,0.4404
11411,Hillary Rodham Clinton,Jeb Bush,-0.3612
11412,Allie Brandenburger,Bush,0.0
11413,Trump,WizBang,0.0
11414,Politico,Seryl,0.6249
11415,Charles Kushner,Politico,0.6249
11416,Ivanka,Politico,0.6249
11417,Charles Kushner,Seryl,0.6249
11418,Ivanka,Seryl,0.6249
11419,Charles Kushner,Ivanka,0.6249
11420,Kushner,Seryl Kushner,0.6249
11421,Kushner,Trump,0.4019
11422,Anu Narayanswamy,Philip Rucker,0.0
11423,ET,John Kerry,0.0
11424,Jim Tracy,Lance Cpl,0.0
11425,F.W. Mike East,John F. Kerry,0.0
11426,Jennifer Wishon,Steve Moore,0.0
11427,Barack Obama,Donald Trump,0.0
11428,David Brody,Jenna Browder,-0.2263
11429,Donald Trump,Schnackenberg,-0.2263
11430,Donald Trump,Hillary Clinton,0.0
11431,Madison,Richard Bonomo,0.1754
11432,Clinton,Trump,0.3612
11433,Clinton,Obama,0.3612
11434,Obama,Trump,0.3612
11435,Clinton,O'Connell,0.7269
11436,Jesus,Luke,0.0
11437,Deborah,Jesus,0.0
11438,Jesus,Paul,0.0
11439,Deborah,Luke,0.0
11440,Luke,Paul,0.0
11441,Deborah,Paul,0.0
11442,Marcia Inhorn,Peter Brown,-0.6908
11443,Joe Biden,Obama,0.0
11444,Bevin,Mitch McConnell,0.2263
11445,Donald Trump,Hillary Clinton,0.0
11446,Clinton,Trump,0.0
11447,Gary Johnson,Jill Stein,0.7927
11448,Clinton,Gary Johnson,0.7927
11449,Clinton,Jill Stein,0.7927
11450,Clinton,Clinton,0.0
11451,Clinton,Johnson,0.0
11452,Clinton,Stein,0.0
11453,Johnson,Stein,0.0
11454,Clinton,John McCain,-0.1263
11455,Donald Trump,Hillary Clinton,0.6486
11456,Nancy Reagan,Reagan,-0.8551
11457,Clinton,Clinton,0.6249
11458,Hillary Clinton,Joe Biden,0.659
11459,Clinton,Joel Benenson,0.0
11460,Bernie Sanders,Clinton,0.7227
11461,Clinton,Obama,0.5267
11462,Clinton,Martin O'Malley,-0.5994
11463,Clinton,Clinton,-0.7717
11464,Chafee,O'Malley,0.0
11465,Bobby Jindal,Mitch McConnell,0.4215
11466,Boehner,Matt Salmon,0.25
11467,Boehner,Mike Lee,0.25
11468,Boehner,McConnell,0.25
11469,Matt Salmon,Mike Lee,0.25
11470,Matt Salmon,McConnell,0.25
11471,McConnell,Mike Lee,0.25
11472,Joe Biden,Obama,0.4939
11473,Donald Trump,McConnell,0.2023
11474,Ben Carson,McConnell,0.2023
11475,Carly Fiorina,McConnell,0.2023
11476,Ben Carson,Donald Trump,0.2023
11477,Carly Fiorina,Donald Trump,0.2023
11478,Ben Carson,Carly Fiorina,0.2023
11479,Boehner,McConnell,-0.0772
11480,Cruz,McConnell,0.6386
11481,Cruz,Cruz,0.6386
11482,Cruz,McConnell,0.6386
11483,Obama,Scalia,-0.5106
11484,Denis McDonough,Scalia,-0.5994
11485,Amy Klobuchar,D-Minnesota,0.0
11486,McConnell,Pat Toomey,0.0
11487,Scalia,Toomey,0.765
11488,Rob Portman,Scalia,-0.5574
11489,Dodd,Vladimir Putin,0.0
11490,Clintons,Stephanopoulos,0.8885
11491,James Murdoch,Murdoch,0.4019
11492,Clintons,Stephanopoulos,0.2732
11493,Clinton,Clintons,-0.4404
11494,Clinton,Clintons,-0.4404
11495,Clintons,Clintons,-0.4404
11496,Clinton,Stephanopoulos,0.8225
11497,Carlos Slim,Thomson Reuters,0.0
11498,Clintons,Clintons,0.6486
11499,Clintons,Stephanopoulos,-0.1779
11500,Donald Trump,Wallace,0.6917
11501,Hillary Clinton,Wallace,0.6917
11502,Donald Trump,Hillary Clinton,0.6917
11503,Clinton,Trump,-0.6124
11504,Hitler,Trump,0.0498
11505,Hitler,Trump,0.0
11506,Colin Powell,Trump,0.0
11507,George P. Shultz,Henry Kissinger,0.2732
11508,Clinton,Hillary Clinton,0.8779
11509,Barack Obama,Hillary Clinton,0.8779
11510,Barack Obama,Clinton,0.8779
11511,Clinton,Stan Greenberg,0.0772
11512,Bloomberg,Ted Cruz,-0.34
11513,Bloomberg,Marco Rubio,-0.34
11514,Marco Rubio,Ted Cruz,-0.34
11515,Al-Shabaad,Richard Coyne,0.0772
11516,Sarah Anderson,Trump,-0.8625
11517,Hillary Clinton,Trump,0.0
11518,Clinton,Trump,0.0
11519,Clinton,Hillary Clinton,0.0
11520,Donald Trump,Muhammad Ali,-0.1531
11521,R-Ky,Rand Paul,-0.2057
11522,Edward Brooke,Howard,0.0
11523,Paul,Shaniah Haskins,0.0
11524,Brown,Darren Wilson,-0.6369
11525,John Crawford,Tamir Rice,-0.8591
11526,Daniel Pantaleo,Eric Garner,-0.6705
11527,Garner,Graham,0.6249
11528,Garner,Klinger,0.0
11529,Donald Trump,Hillary Clinton,-0.9217
11530,Cruz,Ted Cruz,-0.3818
11531,Heidi,Ted Cruz,-0.3818
11532,Cruz,Heidi,-0.3818
11533,Heidi Cruz,Melania,0.0
11534,Barack Obama,Hillary Clinton,-0.3818
11535,Cruz,Make America,0.6124
11536,Cruz,Melania Trump,0.6124
11537,Make America,Melania Trump,0.6124
11538,Cruz,Twitter,-0.6996
11539,Cruz,Ted,-0.6996
11540,Ted,Twitter,-0.6996
11541,Heidi Cruz,Trump,0.3182
11542,Lindsey O. Graham,Megyn Kelly,-0.1531
11543,Kelly,Rosie,-0.4215
11544,Clinton,Marcy Stech,-0.7783
11545,Jeb Bush,Marco Rubio,0.0
11546,Jeb Bush,Marco,0.0
11547,Marco,Marco Rubio,0.0
11548,Andrea Mitchell,Todd,0.802
11549,Abby Phillip,Emily Guskin,0.0
11550,David Weigel,Emily Guskin,0.0
11551,Abby Phillip,David Weigel,0.0
11552,John Cornyn,Patty Murray,0.0
11553,Collett,Elizabeth,0.0
11554,Marc,Pierini,-0.802
11555,Gabriela Andreevska,Macedonian,0.049
11556,Biden,Jill,0.0
11557,Marco Rubio,Ted Cruz,0.8658
11558,Bernie Sanders,Donald Trump,0.6808
11559,Antonin Scalia,Barack Obama,0.7906
11560,Obama,Scalia,-0.25
11561,Ronald Reagan,Scalia,0.5267
11562,Anthony Kennedy,Samuel Alito,0.0
11563,John Roberts,Samuel Alito,0.0
11564,Samuel Alito,Sonia Sotomayor,0.0
11565,Clarence Thomas,Samuel Alito,0.0
11566,Samuel Alito,Stephen Breyer,0.0
11567,Ruth Bader Ginsburg,Samuel Alito,0.0
11568,Elena Kagen,Samuel Alito,0.0
11569,Anthony Kennedy,John Roberts,0.0
11570,Anthony Kennedy,Sonia Sotomayor,0.0
11571,Anthony Kennedy,Clarence Thomas,0.0
11572,Anthony Kennedy,Stephen Breyer,0.0
11573,Anthony Kennedy,Ruth Bader Ginsburg,0.0
11574,Anthony Kennedy,Elena Kagen,0.0
11575,John Roberts,Sonia Sotomayor,0.0
11576,Clarence Thomas,John Roberts,0.0
11577,John Roberts,Stephen Breyer,0.0
11578,John Roberts,Ruth Bader Ginsburg,0.0
11579,Elena Kagen,John Roberts,0.0
11580,Clarence Thomas,Sonia Sotomayor,0.0
11581,Sonia Sotomayor,Stephen Breyer,0.0
11582,Ruth Bader Ginsburg,Sonia Sotomayor,0.0
11583,Elena Kagen,Sonia Sotomayor,0.0
11584,Clarence Thomas,Stephen Breyer,0.0
11585,Clarence Thomas,Ruth Bader Ginsburg,0.0
11586,Clarence Thomas,Elena Kagen,0.0
11587,Ruth Bader Ginsburg,Stephen Breyer,0.0
11588,Elena Kagen,Stephen Breyer,0.0
11589,Elena Kagen,Ruth Bader Ginsburg,0.0
11590,Russell Moore,Scalia,0.2732
11591,Scalia,Scalia,0.7096
11592,Roberts,Ruth Bader Ginsburg,0.2732
11593,Roberts,Stephen Breyer,0.2732
11594,Roberts,Sonia Sotomayor,0.2732
11595,Elena Kagan,Roberts,0.2732
11596,Anthony Kennedy,Roberts,0.2732
11597,Ruth Bader Ginsburg,Stephen Breyer,0.2732
11598,Ruth Bader Ginsburg,Sonia Sotomayor,0.2732
11599,Elena Kagan,Ruth Bader Ginsburg,0.2732
11600,Anthony Kennedy,Ruth Bader Ginsburg,0.2732
11601,Sonia Sotomayor,Stephen Breyer,0.2732
11602,Elena Kagan,Stephen Breyer,0.2732
11603,Anthony Kennedy,Stephen Breyer,0.2732
11604,Elena Kagan,Sonia Sotomayor,0.2732
11605,Anthony Kennedy,Sonia Sotomayor,0.2732
11606,Anthony Kennedy,Elena Kagan,0.2732
11607,Assad,Bashar,-0.4215
11608,Bernie Sanders,Clinton,-0.4497
11609,Clinton,Clinton,-0.4497
11610,Bernie Sanders,Clinton,-0.4497
11611,Clinton,Wayne LaPierre,-0.5994
11612,Al Gore,Bill Clinton,-0.9118
11613,Bill Clinton,Clinton,-0.9118
11614,Al Gore,Clinton,-0.9118
11615,Hillary Clinton,Michael R. Bloomberg,-0.0516
11616,Brian Fallon,Clinton,0.5719
11617,Clinton,Mo ­Elleithee,-0.7592
11618,Clinton,Howard Wolfson,-0.1255
11619,Bloomberg,Howard Wolfson,-0.1255
11620,Clinton,Howard Wolfson,-0.1255
11621,Bloomberg,Clinton,-0.1255
11622,Clinton,Clinton,-0.1255
11623,Bloomberg,Clinton,-0.1255
11624,Bloomberg,Clinton,0.1027
11625,Clinton,Erika Soto Lamb,0.0
11626,Hillary,Romney,-0.1027
11627,Charles Krauthammer,Jeb Bush,0.5859
11628,Krauthammer,Megyn Kelly,0.8176
11629,Jeb,Krauthammer,0.7845
11630,Bush,Rubio,0.4404
11631,Bush,Bush,0.4019
11632,Bush,Bush,0.2247
11633,Bush,Krauthammer,0.2247
11634,Bush,Krauthammer,0.2247
11635,Donald Trump's,Matt Moore,0.7003
11636,Donald Trump,Hillary Clinton,0.7717
11637,Clinton,Huma Abedin,0.4588
11638,Clinton,Huma Abedin,0.4588
11639,Clinton,Clinton,0.4588
11640,Donald Trump's,Heye,-0.1779
11641,John McCain,Lindsey Graham,0.2263
11642,Graham,McCain,-0.5569
11643,Graham,Trump,0.0
11644,John Kasich,John Weaver,0.0
11645,Bill Kristol,Trump,-0.128
11646,Harry Reid,Robert Menendez,-0.1779
11647,Menendez,Reid,-0.3182
11648,Harry Reid,Jahan Wilcox,0.0
11649,Menendez,Reid,-0.3818
11650,Joe Sestak,Michael Bennet,0.0
11651,Chris Van Hollen,Michael Bennet,0.0
11652,Chris Van Hollen,Joe Sestak,0.0
11653,Adam Jentleson,Reid,0.0
11654,Chuck Todd,Trump,-0.128
11655,Donald Trump,Hillary Clinton,0.0
11656,Lisa De Pasquale,Righteous,0.0
11657,Marco Rubio,Ted Cruz,0.5574
11658,Anderson Cooper,Romney,-0.5719
11659,Donald Trump's,Romney,0.7003
11660,Donald Trump's,Ted Cruz,0.7003
11661,Donald Trump's,Marco Rubio,0.7003
11662,Romney,Ted Cruz,0.7003
11663,Marco Rubio,Romney,0.7003
11664,Marco Rubio,Ted Cruz,0.7003
11665,Fox,Romney,0.0
11666,Reid,Romney,-0.1877
11667,Donald Trump,Harry Reid,-0.6269
11668,Dan Pfeiffer,Donald Trump,-0.6269
11669,Dan Pfeiffer,Harry Reid,-0.6269
11670,Kerry,Obama,0.0
11671,Chris Coons,Kerry,0.0
11672,Barack Obama,Kerry,0.0
11673,Donald Trump,Ted Cruz,0.7096
11674,Cruz,Ted Cruz,0.7096
11675,Cruz,Donald Trump,0.7096
11676,Rafael Cruz,Ted,0.0
11677,Cruz,Trump,0.3612
11678,Trump Steaks,Trump Vodka,-0.8047
11679,Lindsey Graham,Ted Cruz,-0.6705
11680,Cruz,Graham,0.0258
11681,Cruz,Politico,0.7184
11682,John Kasich,Politico,0.7184
11683,Cruz,John Kasich,0.7184
11684,Cruz,Heidi,-0.4215
11685,Cruz,Kasich,0.4588
11686,Cruz,Roger Stone,0.4588
11687,Kasich,Roger Stone,0.4588
11688,Bashar Assad,Obama,-0.2023
11689,Cobra,David Cameron,-0.5688
11690,Clinton,Lincoln Chafee,-0.9127
11691,Anderson Cooper,Clinton,0.4404
11692,Clinton,Martin O'Malley,-0.1531
11693,Leslie Marshall,Tammy Bruce,0.9371
11694,Bruce,Hannity,0.743
11695,Bruce,Hewitt,0.743
11696,Hannity,Hewitt,0.743
11697,Clinton,Joe Biden,-0.3182
11698,Susan Brooks,Trey Gowdy,0.3818
11699,Mike Pompeo,Trey Gowdy,0.3818
11700,Peter Roskam,Trey Gowdy,0.3818
11701,Mike Pompeo,Susan Brooks,0.3818
11702,Peter Roskam,Susan Brooks,0.3818
11703,Mike Pompeo,Peter Roskam,0.3818
11704,Clinton,Michael Morell,0.7845
11705,Clinton,Sid Blumenthal,0.7845
11706,Michael Morell,Sid Blumenthal,0.7845
11707,Cruz,Donald Trump,0.0
11708,Cruz,John Kasich,0.0
11709,Cruz,John Kasich,0.0
11710,Carly Fiorina,John Kasich,0.0
11711,Cruz,Cruz,0.0
11712,Carly Fiorina,Cruz,0.0
11713,Carly Fiorina,Cruz,0.0
11714,Cruz,Trump,0.5719
11715,Clinton,Clinton,-0.6808
11716,Dabiq,al-Malhamah al-Kubrā,0.0516
11717,J.M. Berger,Jessica Stern,-0.9517
11718,Billy Bush,Hillary Clinton,-0.2263
11719,Hillary,Trump,0.5859
11720,Gary Herbert,Jason Chaffetz,0.4019
11721,Evan McMullin,Libertarian Gary Johnson,0.5574
11722,Johnson,McMullin,0.5859
11723,Donald Trump,Hillary Clinton,-0.8074
11724,Boyd Matheson,McMullin,0.5859
11725,Johnson,McMullin,0.0
11726,McMullin,Romney,0.8074
11727,Johnson,Romney,0.8074
11728,Johnson,McMullin,0.8074
11729,Hillary,McMullin,0.0
11730,Hillary,Johnson,0.0
11731,Johnson,McMullin,0.0
11732,Bill Clinton,George H.W. Bush,0.3612
11733,Bill Clinton,Ross Perot,0.3612
11734,George H.W. Bush,Ross Perot,0.3612
11735,Clinton,Mike Lee,0.0
11736,Clinton,Mia Love,0.743
11737,Latino,Lorella Praeli,0.2732
11738,Deborah Ross,Richard Burr,0.128
11739,Rob Portman,Ted Strickland,-0.5574
11740,McCain,Romney,0.5719
11741,George W. Bush,Romney,0.5719
11742,George W. Bush,McCain,0.5719
11743,Clinton,Laura Vozzella,0.8834
11744,Clinton,Clinton,0.8834
11745,Clinton,Tim Kaine,0.8834
11746,Clinton,Terry McAuliffe,0.8834
11747,Clinton,Clinton,0.8834
11748,Clinton,Laura Vozzella,0.8834
11749,Laura Vozzella,Tim Kaine,0.8834
11750,Laura Vozzella,Terry McAuliffe,0.8834
11751,Clinton,Laura Vozzella,0.8834
11752,Clinton,Tim Kaine,0.8834
11753,Clinton,Terry McAuliffe,0.8834
11754,Clinton,Clinton,0.8834
11755,Terry McAuliffe,Tim Kaine,0.8834
11756,Clinton,Tim Kaine,0.8834
11757,Clinton,Terry McAuliffe,0.8834
11758,Kelsey Snell,Ryan,0.0
11759,Alexander Burns,Jonathan Martin,-0.5267
11760,Jonathan Martin,Maggie Haberman,-0.5267
11761,Jonathan Martin,Priebus,-0.5267
11762,Jonathan Martin,Trump,-0.5267
11763,Alexander Burns,Maggie Haberman,-0.5267
11764,Alexander Burns,Priebus,-0.5267
11765,Alexander Burns,Trump,-0.5267
11766,Maggie Haberman,Priebus,-0.5267
11767,Maggie Haberman,Trump,-0.5267
11768,Priebus,Trump,-0.5267
11769,Priebus,Trump,0.5106
11770,Grant Smith,Michelle Conlin,0.0772
11771,Charlie Crist,Donald Trump,-0.3291
11772,Philip Rucker,Sean Sullivan,-0.2263
11773,Philip Rucker,Trump,-0.2263
11774,Clinton,Philip Rucker,-0.2263
11775,Sean Sullivan,Trump,-0.2263
11776,Clinton,Sean Sullivan,-0.2263
11777,Clinton,Trump,-0.2263
11778,Donald Trump,Michelle Obama,0.2944
11779,Clinton,Trump,-0.2732
11780,Carlos Slim,Clinton,-0.6369
11781,Carlos Slim,Monica Langley,-0.6369
11782,Clinton,Monica Langley,-0.6369
11783,Slim,Trump,0.6369
11784,Clinton,Trump,0.6369
11785,Clinton,Slim,0.6369
11786,Arturo Elias,Slim,0.0
11787,Arthur,Carlos Slim,0.7425
11788,Clinton,Mary Jordan,0.0516
11789,Granny’s Country Kitchen,Mary Jordan,0.0516
11790,Clinton,Granny’s Country Kitchen,0.0516
11791,Clinton,Granny,-0.4767
11792,Debbie Meadows,Mark Meadows,0.0
11793,Jess Cagle,Stoynoff,0.8934
11794,Jess Cagle,Stoynoff,0.8934
11795,Stoynoff,Stoynoff,0.8934
11796,Clinton,David Brock,0.0
11797,Corey Lewandowski,Paul Manafort,0.2023
11798,Bloomberg,Kevin Cirilli,0.0
11799,George W. Bush,John D. Negroponte,0.8779
11800,George W. Bush,Ronald Reagan,0.8779
11801,John D. Negroponte,Ronald Reagan,0.8779
11802,Ronald Reagan,Trump,-0.296
11803,Rudy Giuliani,Trump,-0.4767
